start,end,text,words,speaker
2100.766,2104.009,"Ehrlich gesagt, mir gefällt das auch nicht, dass wir keinen eigenen Einzelplan haben.","[{'word': 'Ehrlich', 'start': np.float64(2100.766), 'end': np.float64(2100.986), 'score': np.float64(0.604), 'speaker': 'SPEAKER_09'}, {'word': 'gesagt,', 'start': np.float64(2101.026), 'end': np.float64(2101.267), 'score': np.float64(0.898), 'speaker': 'SPEAKER_09'}, {'word': 'mir', 'start': np.float64(2101.287), 'end': np.float64(2101.407), 'score': np.float64(0.967), 'speaker': 'SPEAKER_09'}, {'word': 'gefällt', 'start': np.float64(2101.447), 'end': np.float64(2101.667), 'score': np.float64(0.822), 'speaker': 'SPEAKER_09'}, {'word': 'das', 'start': np.float64(2101.687), 'end': np.float64(2101.867), 'score': np.float64(0.833), 'speaker': 'SPEAKER_09'}, {'word': 'auch', 'start': np.float64(2101.907), 'end': np.float64(2102.047), 'score': np.float64(0.825), 'speaker': 'SPEAKER_09'}, {'word': 'nicht,', 'start': np.float64(2102.087), 'end': np.float64(2102.268), 'score': np.float64(0.802), 'speaker': 'SPEAKER_09'}, {'word': 'dass', 'start': np.float64(2102.308), 'end': np.float64(2102.428), 'score': np.float64(0.881), 'speaker': 'SPEAKER_09'}, {'word': 'wir', 'start': np.float64(2102.468), 'end': np.float64(2102.608), 'score': np.float64(0.983), 'speaker': 'SPEAKER_09'}, {'word': 'keinen', 'start': np.float64(2102.648), 'end': np.float64(2102.868), 'score': np.float64(0.674), 'speaker': 'SPEAKER_09'}, {'word': 'eigenen', 'start': np.float64(2102.888), 'end': np.float64(2103.229), 'score': np.float64(0.794), 'speaker': 'SPEAKER_09'}, {'word': 'Einzelplan', 'start': np.float64(2103.269), 'end': np.float64(2103.789), 'score': np.float64(0.786), 'speaker': 'SPEAKER_09'}, {'word': 'haben.', 'start': np.float64(2103.829), 'end': np.float64(2104.009), 'score': np.float64(0.904), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2104.05,2110.096,"Aber Herr Rupp, sich ausschließlich an diesem Thema festzuweisen, zeigt, dass Sie mit den anderen Sachen doch ziemlich einverstanden sind.","[{'word': 'Aber', 'start': np.float64(2104.05), 'end': np.float64(2104.21), 'score': np.float64(0.814), 'speaker': 'SPEAKER_09'}, {'word': 'Herr', 'start': np.float64(2104.27), 'end': np.float64(2104.39), 'score': np.float64(0.405), 'speaker': 'SPEAKER_09'}, {'word': 'Rupp,', 'start': np.float64(2104.41), 'end': np.float64(2104.55), 'score': np.float64(0.445), 'speaker': 'SPEAKER_09'}, {'word': 'sich', 'start': np.float64(2104.59), 'end': np.float64(2104.73), 'score': np.float64(0.842), 'speaker': 'SPEAKER_09'}, {'word': 'ausschließlich', 'start': np.float64(2104.77), 'end': np.float64(2105.211), 'score': np.float64(0.847), 'speaker': 'SPEAKER_09'}, {'word': 'an', 'start': np.float64(2105.251), 'end': np.float64(2105.331), 'score': np.float64(0.935), 'speaker': 'SPEAKER_09'}, {'word': 'diesem', 'start': np.float64(2105.371), 'end': np.float64(2105.571), 'score': np.float64(0.835), 'speaker': 'SPEAKER_09'}, {'word': 'Thema', 'start': np.float64(2105.591), 'end': np.float64(2105.891), 'score': np.float64(0.751), 'speaker': 'SPEAKER_09'}, {'word': 'festzuweisen,', 'start': np.float64(2105.932), 'end': np.float64(2106.672), 'score': np.float64(0.878), 'speaker': 'SPEAKER_09'}, {'word': 'zeigt,', 'start': np.float64(2106.692), 'end': np.float64(2106.893), 'score': np.float64(0.944), 'speaker': 'SPEAKER_09'}, {'word': 'dass', 'start': np.float64(2106.933), 'end': np.float64(2107.053), 'score': np.float64(0.85), 'speaker': 'SPEAKER_09'}, {'word': 'Sie', 'start': np.float64(2107.093), 'end': np.float64(2107.193), 'score': np.float64(0.943), 'speaker': 'SPEAKER_09'}, {'word': 'mit', 'start': np.float64(2107.453), 'end': np.float64(2107.553), 'score': np.float64(0.978), 'speaker': 'SPEAKER_09'}, {'word': 'den', 'start': np.float64(2107.593), 'end': np.float64(2107.713), 'score': np.float64(0.819), 'speaker': 'SPEAKER_09'}, {'word': 'anderen', 'start': np.float64(2107.753), 'end': np.float64(2107.954), 'score': np.float64(0.892), 'speaker': 'SPEAKER_09'}, {'word': 'Sachen', 'start': np.float64(2107.974), 'end': np.float64(2108.154), 'score': np.float64(0.783), 'speaker': 'SPEAKER_09'}, {'word': 'doch', 'start': np.float64(2108.194), 'end': np.float64(2108.334), 'score': np.float64(0.776), 'speaker': 'SPEAKER_09'}, {'word': 'ziemlich', 'start': np.float64(2108.374), 'end': np.float64(2108.775), 'score': np.float64(0.705), 'speaker': 'SPEAKER_09'}, {'word': 'einverstanden', 'start': np.float64(2108.815), 'end': np.float64(2109.435), 'score': np.float64(0.931), 'speaker': 'SPEAKER_09'}, {'word': 'sind.', 'start': np.float64(2109.475), 'end': np.float64(2110.096), 'score': np.float64(0.93), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2110.997,2112.919,Das ist ja auch ganz gut so.,"[{'word': 'Das', 'start': np.float64(2110.997), 'end': np.float64(2111.157), 'score': np.float64(0.883), 'speaker': 'SPEAKER_09'}, {'word': 'ist', 'start': np.float64(2111.217), 'end': np.float64(2111.317), 'score': np.float64(0.84), 'speaker': 'SPEAKER_09'}, {'word': 'ja', 'start': np.float64(2111.357), 'end': np.float64(2111.538), 'score': np.float64(0.908), 'speaker': 'SPEAKER_09'}, {'word': 'auch', 'start': np.float64(2111.578), 'end': np.float64(2111.778), 'score': np.float64(0.858), 'speaker': 'SPEAKER_09'}, {'word': 'ganz', 'start': np.float64(2111.798), 'end': np.float64(2111.978), 'score': np.float64(0.96), 'speaker': 'SPEAKER_09'}, {'word': 'gut', 'start': np.float64(2112.018), 'end': np.float64(2112.238), 'score': np.float64(0.803), 'speaker': 'SPEAKER_09'}, {'word': 'so.', 'start': np.float64(2112.278), 'end': np.float64(2112.919), 'score': np.float64(0.769), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2112.899,2131.841," Bemerkenswert finde ich von Frau Vogtschmidt und Herrn Gerster, dass Sie den Fokus auf Themen gelegt haben, die jetzt nichts mit Staatsmodernisierung zu tun haben da werden wir, glaube ich, auch im Herbst noch genügend darüber reden, sondern drei digitale Themen, die mir besonders wichtig sind und wo ich auch den Scheinwerfer drauf lenken möchte.","[{'word': 'Bemerkenswert', 'start': np.float64(2112.899), 'end': np.float64(2113.88), 'score': np.float64(0.721), 'speaker': 'SPEAKER_09'}, {'word': 'finde', 'start': np.float64(2113.9), 'end': np.float64(2114.08), 'score': np.float64(0.851), 'speaker': 'SPEAKER_09'}, {'word': 'ich', 'start': np.float64(2114.12), 'end': np.float64(2114.461), 'score': np.float64(0.877), 'speaker': 'SPEAKER_09'}, {'word': 'von', 'start': np.float64(2114.481), 'end': np.float64(2114.621), 'score': np.float64(0.659), 'speaker': 'SPEAKER_09'}, {'word': 'Frau', 'start': np.float64(2114.661), 'end': np.float64(2114.841), 'score': np.float64(0.802), 'speaker': 'SPEAKER_09'}, {'word': 'Vogtschmidt', 'start': np.float64(2114.921), 'end': np.float64(2115.402), 'score': np.float64(0.534), 'speaker': 'SPEAKER_09'}, {'word': 'und', 'start': np.float64(2115.442), 'end': np.float64(2116.103), 'score': np.float64(0.933), 'speaker': 'SPEAKER_09'}, {'word': 'Herrn', 'start': np.float64(2116.123), 'end': np.float64(2116.303), 'score': np.float64(0.718), 'speaker': 'SPEAKER_09'}, {'word': 'Gerster,', 'start': np.float64(2116.343), 'end': np.float64(2116.783), 'score': np.float64(0.8), 'speaker': 'SPEAKER_09'}, {'word': 'dass', 'start': np.float64(2116.803), 'end': np.float64(2117.004), 'score': np.float64(0.951), 'speaker': 'SPEAKER_09'}, {'word': 'Sie', 'start': np.float64(2117.024), 'end': np.float64(2117.164), 'score': np.float64(0.905), 'speaker': 'SPEAKER_09'}, {'word': 'den', 'start': np.float64(2117.204), 'end': np.float64(2117.344), 'score': np.float64(0.696), 'speaker': 'SPEAKER_09'}, {'word': 'Fokus', 'start': np.float64(2117.384), 'end': np.float64(2117.765), 'score': np.float64(0.89), 'speaker': 'SPEAKER_09'}, {'word': 'auf', 'start': np.float64(2117.805), 'end': np.float64(2117.925), 'score': np.float64(0.879), 'speaker': 'SPEAKER_09'}, {'word': 'Themen', 'start': np.float64(2117.965), 'end': np.float64(2118.946), 'score': np.float64(0.854), 'speaker': 'SPEAKER_09'}, {'word': 'gelegt', 'start': np.float64(2118.986), 'end': np.float64(2119.286), 'score': np.float64(0.848), 'speaker': 'SPEAKER_09'}, {'word': 'haben,', 'start': np.float64(2119.326), 'end': np.float64(2119.527), 'score': np.float64(0.892), 'speaker': 'SPEAKER_09'}, {'word': 'die', 'start': np.float64(2119.547), 'end': np.float64(2119.687), 'score': np.float64(0.864), 'speaker': 'SPEAKER_09'}, {'word': 'jetzt', 'start': np.float64(2119.727), 'end': np.float64(2120.007), 'score': np.float64(0.902), 'speaker': 'SPEAKER_09'}, {'word': 'nichts', 'start': np.float64(2120.027), 'end': np.float64(2120.207), 'score': np.float64(0.91), 'speaker': 'SPEAKER_09'}, {'word': 'mit', 'start': np.float64(2120.227), 'end': np.float64(2120.368), 'score': np.float64(0.832), 'speaker': 'SPEAKER_09'}, {'word': 'Staatsmodernisierung', 'start': np.float64(2120.388), 'end': np.float64(2121.349), 'score': np.float64(0.793), 'speaker': 'SPEAKER_09'}, {'word': 'zu', 'start': np.float64(2121.389), 'end': np.float64(2121.489), 'score': np.float64(0.912), 'speaker': 'SPEAKER_09'}, {'word': 'tun', 'start': np.float64(2121.529), 'end': np.float64(2121.729), 'score': np.float64(0.778), 'speaker': 'SPEAKER_09'}, {'word': 'haben', 'start': np.float64(2121.769), 'end': np.float64(2121.949), 'score': np.float64(0.898), 'speaker': 'SPEAKER_09'}, {'word': 'da', 'start': np.float64(2121.989), 'end': np.float64(2122.11), 'score': np.float64(0.792), 'speaker': 'SPEAKER_09'}, {'word': 'werden', 'start': np.float64(2122.15), 'end': np.float64(2122.29), 'score': np.float64(0.847), 'speaker': 'SPEAKER_09'}, {'word': 'wir,', 'start': np.float64(2122.31), 'end': np.float64(2122.45), 'score': np.float64(0.482), 'speaker': 'SPEAKER_09'}, {'word': 'glaube', 'start': np.float64(2122.47), 'end': np.float64(2122.63), 'score': np.float64(0.276), 'speaker': 'SPEAKER_09'}, {'word': 'ich,', 'start': np.float64(2122.65), 'end': np.float64(2122.75), 'score': np.float64(0.472), 'speaker': 'SPEAKER_09'}, {'word': 'auch', 'start': np.float64(2122.77), 'end': np.float64(2122.91), 'score': np.float64(0.796), 'speaker': 'SPEAKER_09'}, {'word': 'im', 'start': np.float64(2122.95), 'end': np.float64(2123.031), 'score': np.float64(0.704), 'speaker': 'SPEAKER_09'}, {'word': 'Herbst', 'start': np.float64(2123.071), 'end': np.float64(2123.271), 'score': np.float64(0.782), 'speaker': 'SPEAKER_09'}, {'word': 'noch', 'start': np.float64(2123.311), 'end': np.float64(2123.491), 'score': np.float64(0.819), 'speaker': 'SPEAKER_09'}, {'word': 'genügend', 'start': np.float64(2123.531), 'end': np.float64(2123.831), 'score': np.float64(0.816), 'speaker': 'SPEAKER_09'}, {'word': 'darüber', 'start': np.float64(2123.872), 'end': np.float64(2124.172), 'score': np.float64(0.897), 'speaker': 'SPEAKER_09'}, {'word': 'reden,', 'start': np.float64(2124.232), 'end': np.float64(2124.953), 'score': np.float64(0.961), 'speaker': 'SPEAKER_09'}, {'word': 'sondern', 'start': np.float64(2124.973), 'end': np.float64(2125.333), 'score': np.float64(0.851), 'speaker': 'SPEAKER_09'}, {'word': 'drei', 'start': np.float64(2125.373), 'end': np.float64(2125.834), 'score': np.float64(0.893), 'speaker': 'SPEAKER_09'}, {'word': 'digitale', 'start': np.float64(2125.874), 'end': np.float64(2126.454), 'score': np.float64(0.971), 'speaker': 'SPEAKER_09'}, {'word': 'Themen,', 'start': np.float64(2126.495), 'end': np.float64(2127.255), 'score': np.float64(0.793), 'speaker': 'SPEAKER_09'}, {'word': 'die', 'start': np.float64(2127.295), 'end': np.float64(2127.516), 'score': np.float64(0.926), 'speaker': 'SPEAKER_09'}, {'word': 'mir', 'start': np.float64(2127.536), 'end': np.float64(2127.716), 'score': np.float64(0.898), 'speaker': 'SPEAKER_09'}, {'word': 'besonders', 'start': np.float64(2127.736), 'end': np.float64(2128.176), 'score': np.float64(0.854), 'speaker': 'SPEAKER_09'}, {'word': 'wichtig', 'start': np.float64(2128.196), 'end': np.float64(2128.517), 'score': np.float64(0.927), 'speaker': 'SPEAKER_09'}, {'word': 'sind', 'start': np.float64(2128.557), 'end': np.float64(2128.717), 'score': np.float64(0.957), 'speaker': 'SPEAKER_09'}, {'word': 'und', 'start': np.float64(2128.777), 'end': np.float64(2128.877), 'score': np.float64(0.701), 'speaker': 'SPEAKER_09'}, {'word': 'wo', 'start': np.float64(2128.897), 'end': np.float64(2128.997), 'score': np.float64(0.902), 'speaker': 'SPEAKER_09'}, {'word': 'ich', 'start': np.float64(2129.037), 'end': np.float64(2129.118), 'score': np.float64(0.844), 'speaker': 'SPEAKER_09'}, {'word': 'auch', 'start': np.float64(2129.138), 'end': np.float64(2129.278), 'score': np.float64(0.722), 'speaker': 'SPEAKER_09'}, {'word': 'den', 'start': np.float64(2129.318), 'end': np.float64(2129.398), 'score': np.float64(0.951), 'speaker': 'SPEAKER_09'}, {'word': 'Scheinwerfer', 'start': np.float64(2129.418), 'end': np.float64(2130.079), 'score': np.float64(0.762), 'speaker': 'SPEAKER_09'}, {'word': 'drauf', 'start': np.float64(2130.099), 'end': np.float64(2130.599), 'score': np.float64(0.91), 'speaker': 'SPEAKER_09'}, {'word': 'lenken', 'start': np.float64(2130.639), 'end': np.float64(2130.92), 'score': np.float64(0.956), 'speaker': 'SPEAKER_09'}, {'word': 'möchte.', 'start': np.float64(2130.96), 'end': np.float64(2131.841), 'score': np.float64(0.928), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2131.881,2134.404,Das ist erst mal das Thema Cybersicherheit.,"[{'word': 'Das', 'start': np.float64(2131.881), 'end': np.float64(2132.021), 'score': np.float64(0.706), 'speaker': 'SPEAKER_09'}, {'word': 'ist', 'start': np.float64(2132.061), 'end': np.float64(2132.181), 'score': np.float64(0.961), 'speaker': 'SPEAKER_09'}, {'word': 'erst', 'start': np.float64(2132.221), 'end': np.float64(2132.321), 'score': np.float64(0.813), 'speaker': 'SPEAKER_09'}, {'word': 'mal', 'start': np.float64(2132.401), 'end': np.float64(2132.521), 'score': np.float64(0.794), 'speaker': 'SPEAKER_09'}, {'word': 'das', 'start': np.float64(2132.561), 'end': np.float64(2132.682), 'score': np.float64(0.93), 'speaker': 'SPEAKER_09'}, {'word': 'Thema', 'start': np.float64(2132.722), 'end': np.float64(2133.142), 'score': np.float64(0.675), 'speaker': 'SPEAKER_09'}, {'word': 'Cybersicherheit.', 'start': np.float64(2133.202), 'end': np.float64(2134.404), 'score': np.float64(0.95), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2134.564,2135.465,Wir unterschätzen das.,"[{'word': 'Wir', 'start': np.float64(2134.564), 'end': np.float64(2134.684), 'score': np.float64(0.797), 'speaker': 'SPEAKER_09'}, {'word': 'unterschätzen', 'start': np.float64(2134.724), 'end': np.float64(2135.245), 'score': np.float64(0.797), 'speaker': 'SPEAKER_09'}, {'word': 'das.', 'start': np.float64(2135.285), 'end': np.float64(2135.465), 'score': np.float64(0.847), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2135.525,2138.348,Das ist am Wochenende in Berlin im Alltag angekommen.,"[{'word': 'Das', 'start': np.float64(2135.525), 'end': np.float64(2135.605), 'score': np.float64(0.591), 'speaker': 'SPEAKER_09'}, {'word': 'ist', 'start': np.float64(2135.645), 'end': np.float64(2135.765), 'score': np.float64(0.909), 'speaker': 'SPEAKER_09'}, {'word': 'am', 'start': np.float64(2135.805), 'end': np.float64(2135.905), 'score': np.float64(0.8), 'speaker': 'SPEAKER_09'}, {'word': 'Wochenende', 'start': np.float64(2135.925), 'end': np.float64(2136.306), 'score': np.float64(0.669), 'speaker': 'SPEAKER_09'}, {'word': 'in', 'start': np.float64(2136.346), 'end': np.float64(2136.446), 'score': np.float64(0.792), 'speaker': 'SPEAKER_09'}, {'word': 'Berlin', 'start': np.float64(2136.466), 'end': np.float64(2136.726), 'score': np.float64(0.909), 'speaker': 'SPEAKER_09'}, {'word': 'im', 'start': np.float64(2136.766), 'end': np.float64(2136.886), 'score': np.float64(0.742), 'speaker': 'SPEAKER_09'}, {'word': 'Alltag', 'start': np.float64(2136.926), 'end': np.float64(2137.247), 'score': np.float64(0.978), 'speaker': 'SPEAKER_09'}, {'word': 'angekommen.', 'start': np.float64(2137.307), 'end': np.float64(2138.348), 'score': np.float64(0.953), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2138.388,2141.792,Das verursacht tatsächlich 180 Milliarden Euro Schäden.,"[{'word': 'Das', 'start': np.float64(2138.388), 'end': np.float64(2138.608), 'score': np.float64(0.834), 'speaker': 'SPEAKER_09'}, {'word': 'verursacht', 'start': np.float64(2138.648), 'end': np.float64(2139.169), 'score': np.float64(0.854), 'speaker': 'SPEAKER_09'}, {'word': 'tatsächlich', 'start': np.float64(2139.209), 'end': np.float64(2139.65), 'score': np.float64(0.9), 'speaker': 'SPEAKER_09'}, {'word': '180', 'start': np.float64(2139.67), 'end': np.float64(2140.35), 'score': np.float64(0.694), 'speaker': 'SPEAKER_09'}, {'word': 'Milliarden', 'start': np.float64(2140.39), 'end': np.float64(2140.871), 'score': np.float64(0.854), 'speaker': 'SPEAKER_09'}, {'word': 'Euro', 'start': np.float64(2140.911), 'end': np.float64(2141.131), 'score': np.float64(0.908), 'speaker': 'SPEAKER_09'}, {'word': 'Schäden.', 'start': np.float64(2141.171), 'end': np.float64(2141.792), 'score': np.float64(0.806), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2141.772,2144.98, Steuermindereinnahmen dadurch im Übrigen auch.,"[{'word': 'Steuermindereinnahmen', 'start': np.float64(2141.772), 'end': np.float64(2143.276), 'score': np.float64(0.89), 'speaker': 'SPEAKER_09'}, {'word': 'dadurch', 'start': np.float64(2143.296), 'end': np.float64(2143.637), 'score': np.float64(0.832), 'speaker': 'SPEAKER_09'}, {'word': 'im', 'start': np.float64(2143.677), 'end': np.float64(2143.817), 'score': np.float64(0.98), 'speaker': 'SPEAKER_09'}, {'word': 'Übrigen', 'start': np.float64(2143.877), 'end': np.float64(2144.338), 'score': np.float64(0.88), 'speaker': 'SPEAKER_09'}, {'word': 'auch.', 'start': np.float64(2144.378), 'end': np.float64(2144.98), 'score': np.float64(0.871), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2145.0,2154.403,"Und ganz ehrlich, ich glaube, ein Kollege von den Grünen hat es diese Woche gesagt, wir sind irgendwie in einem kriegsähnlichen Zustand im Cyberbereich mit Russland.","[{'word': 'Und', 'start': np.float64(2145.0), 'end': np.float64(2145.2), 'score': np.float64(0.68), 'speaker': 'SPEAKER_09'}, {'word': 'ganz', 'start': np.float64(2145.22), 'end': np.float64(2145.421), 'score': np.float64(0.779), 'speaker': 'SPEAKER_09'}, {'word': 'ehrlich,', 'start': np.float64(2145.461), 'end': np.float64(2145.702), 'score': np.float64(0.82), 'speaker': 'SPEAKER_09'}, {'word': 'ich', 'start': np.float64(2145.742), 'end': np.float64(2145.822), 'score': np.float64(0.624), 'speaker': 'SPEAKER_09'}, {'word': 'glaube,', 'start': np.float64(2145.842), 'end': np.float64(2146.042), 'score': np.float64(0.87), 'speaker': 'SPEAKER_09'}, {'word': 'ein', 'start': np.float64(2146.083), 'end': np.float64(2146.183), 'score': np.float64(0.324), 'speaker': 'SPEAKER_09'}, {'word': 'Kollege', 'start': np.float64(2146.223), 'end': np.float64(2146.564), 'score': np.float64(0.865), 'speaker': 'SPEAKER_09'}, {'word': 'von', 'start': np.float64(2146.584), 'end': np.float64(2146.684), 'score': np.float64(0.899), 'speaker': 'SPEAKER_09'}, {'word': 'den', 'start': np.float64(2146.724), 'end': np.float64(2146.865), 'score': np.float64(0.68), 'speaker': 'SPEAKER_09'}, {'word': 'Grünen', 'start': np.float64(2146.905), 'end': np.float64(2147.165), 'score': np.float64(0.803), 'speaker': 'SPEAKER_09'}, {'word': 'hat', 'start': np.float64(2147.185), 'end': np.float64(2147.286), 'score': np.float64(0.854), 'speaker': 'SPEAKER_09'}, {'word': 'es', 'start': np.float64(2147.326), 'end': np.float64(2147.767), 'score': np.float64(0.61), 'speaker': 'SPEAKER_09'}, {'word': 'diese', 'start': np.float64(2147.787), 'end': np.float64(2147.967), 'score': np.float64(0.892), 'speaker': 'SPEAKER_09'}, {'word': 'Woche', 'start': np.float64(2148.007), 'end': np.float64(2148.308), 'score': np.float64(0.862), 'speaker': 'SPEAKER_09'}, {'word': 'gesagt,', 'start': np.float64(2148.348), 'end': np.float64(2149.752), 'score': np.float64(0.966), 'speaker': 'SPEAKER_09'}, {'word': 'wir', 'start': np.float64(2149.772), 'end': np.float64(2149.912), 'score': np.float64(0.976), 'speaker': 'SPEAKER_09'}, {'word': 'sind', 'start': np.float64(2149.952), 'end': np.float64(2150.353), 'score': np.float64(0.861), 'speaker': 'SPEAKER_09'}, {'word': 'irgendwie', 'start': np.float64(2150.393), 'end': np.float64(2151.015), 'score': np.float64(0.897), 'speaker': 'SPEAKER_09'}, {'word': 'in', 'start': np.float64(2151.055), 'end': np.float64(2151.215), 'score': np.float64(0.979), 'speaker': 'SPEAKER_09'}, {'word': 'einem', 'start': np.float64(2151.255), 'end': np.float64(2151.456), 'score': np.float64(0.979), 'speaker': 'SPEAKER_09'}, {'word': 'kriegsähnlichen', 'start': np.float64(2151.496), 'end': np.float64(2152.318), 'score': np.float64(0.807), 'speaker': 'SPEAKER_09'}, {'word': 'Zustand', 'start': np.float64(2152.378), 'end': np.float64(2152.839), 'score': np.float64(0.986), 'speaker': 'SPEAKER_09'}, {'word': 'im', 'start': np.float64(2152.879), 'end': np.float64(2152.98), 'score': np.float64(0.89), 'speaker': 'SPEAKER_09'}, {'word': 'Cyberbereich', 'start': np.float64(2153.04), 'end': np.float64(2153.701), 'score': np.float64(0.896), 'speaker': 'SPEAKER_09'}, {'word': 'mit', 'start': np.float64(2153.741), 'end': np.float64(2153.902), 'score': np.float64(0.971), 'speaker': 'SPEAKER_09'}, {'word': 'Russland.', 'start': np.float64(2153.962), 'end': np.float64(2154.403), 'score': np.float64(0.891), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2154.423,2157.25,"Das muss man einfach mal so sagen, wie es ist.","[{'word': 'Das', 'start': np.float64(2154.423), 'end': np.float64(2154.503), 'score': np.float64(0.951), 'speaker': 'SPEAKER_09'}, {'word': 'muss', 'start': np.float64(2154.543), 'end': np.float64(2154.704), 'score': np.float64(0.818), 'speaker': 'SPEAKER_09'}, {'word': 'man', 'start': np.float64(2154.724), 'end': np.float64(2154.904), 'score': np.float64(0.864), 'speaker': 'SPEAKER_09'}, {'word': 'einfach', 'start': np.float64(2154.924), 'end': np.float64(2155.205), 'score': np.float64(0.817), 'speaker': 'SPEAKER_09'}, {'word': 'mal', 'start': np.float64(2155.365), 'end': np.float64(2155.686), 'score': np.float64(0.963), 'speaker': 'SPEAKER_09'}, {'word': 'so', 'start': np.float64(2155.726), 'end': np.float64(2155.887), 'score': np.float64(0.99), 'speaker': 'SPEAKER_09'}, {'word': 'sagen,', 'start': np.float64(2155.927), 'end': np.float64(2156.228), 'score': np.float64(0.86), 'speaker': 'SPEAKER_09'}, {'word': 'wie', 'start': np.float64(2156.268), 'end': np.float64(2156.368), 'score': np.float64(0.976), 'speaker': 'SPEAKER_09'}, {'word': 'es', 'start': np.float64(2156.408), 'end': np.float64(2156.829), 'score': np.float64(0.919), 'speaker': 'SPEAKER_09'}, {'word': 'ist.', 'start': np.float64(2156.869), 'end': np.float64(2157.25), 'score': np.float64(0.711), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
2157.23,2163.819," Deswegen ist es gut und wichtig, dass wir jetzt die entsprechenden Gesetze verhandeln, NIS 2 und auch CRITIS.","[{'word': 'Deswegen', 'start': np.float64(2157.23), 'end': np.float64(2157.911), 'score': np.float64(0.801), 'speaker': 'SPEAKER_09'}, {'word': 'ist', 'start': np.float64(2157.951), 'end': np.float64(2158.051), 'score': np.float64(0.932), 'speaker': 'SPEAKER_09'}, {'word': 'es', 'start': np.float64(2158.111), 'end': np.float64(2158.311), 'score': np.float64(0.922), 'speaker': 'SPEAKER_09'}, {'word': 'gut', 'start': np.float64(2158.331), 'end': np.float64(2158.512), 'score': np.float64(0.967), 'speaker': 'SPEAKER_09'}, {'word': 'und', 'start': np.float64(2158.552), 'end': np.float64(2158.712), 'score': np.float64(0.853), 'speaker': 'SPEAKER_09'}, {'word': 'wichtig,', 'start': np.float64(2158.732), 'end': np.float64(2159.113), 'score': np.float64(0.908), 'speaker': 'SPEAKER_09'}, {'word': 'dass', 'start': np.float64(2159.133), 'end': np.float64(2159.273), 'score': np.float64(0.967), 'speaker': 'SPEAKER_09'}, {'word': 'wir', 'start': np.float64(2159.313), 'end': np.float64(2159.473), 'score': np.float64(0.987), 'speaker': 'SPEAKER_09'}, {'word': 'jetzt', 'start': np.float64(2159.493), 'end': np.float64(2159.713), 'score': np.float64(0.884), 'speaker': 'SPEAKER_09'}, {'word': 'die', 'start': np.float64(2159.753), 'end': np.float64(2159.934), 'score': np.float64(0.952), 'speaker': 'SPEAKER_09'}, {'word': 'entsprechenden', 'start': np.float64(2159.974), 'end': np.float64(2160.494), 'score': np.float64(0.868), 'speaker': 'SPEAKER_09'}, {'word': 'Gesetze', 'start': np.float64(2160.534), 'end': np.float64(2160.955), 'score': np.float64(0.949), 'speaker': 'SPEAKER_09'}, {'word': 'verhandeln,', 'start': np.float64(2160.995), 'end': np.float64(2161.576), 'score': np.float64(0.806), 'speaker': 'SPEAKER_09'}, {'word': 'NIS', 'start': np.float64(2161.636), 'end': np.float64(2161.956), 'score': np.float64(0.456), 'speaker': 'SPEAKER_09'}, {'word': '2', 'start': np.float64(2161.976), 'end': np.float64(2162.257), 'score': np.float64(0.835), 'speaker': 'SPEAKER_09'}, {'word': 'und', 'start': np.float64(2162.297), 'end': np.float64(2162.537), 'score': np.float64(0.87), 'speaker': 'SPEAKER_09'}, {'word': 'auch', 'start': np.float64(2162.557), 'end': np.float64(2162.938), 'score': np.float64(0.898), 'speaker': 'SPEAKER_09'}, {'word': 'CRITIS.', 'start': np.float64(2162.998), 'end': np.float64(2163.819), 'score': np.float64(0.847), 'speaker': 'SPEAKER_09'}]",SPEAKER_09
